kind,api-version,name,policy,config-policy,standard,category,control,source,policy-dir
Subscription,apps.open-cluster-management.io/v1,external-secrets-subscription,external-secrets-policy,policy-external-secrets-subscription,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-external-secrets/policies/external-secrets-policy/config-policies/policy-external-secrets-subscription/Subscription.external-secrets-subscription.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-external-secrets/policies/external-secrets-policy
PlacementRule,apps.open-cluster-management.io/v1,external-secrets-placement,external-secrets-policy,external-secrets-replication-placement,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-external-secrets/policies/external-secrets-policy/config-policies/external-secrets-replication-placement/PlacementRule.external-secrets-placement.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-external-secrets/policies/external-secrets-policy
Namespace,v1,kyverno,policy-install-kyverno,policy-kyverno-namespace,NIST-CSF,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno/config-policies/policy-kyverno-namespace/Namespace.kyverno.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno
Namespace,v1,kyverno-channel,policy-install-kyverno,policy-kyverno-namespace,NIST-CSF,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno/config-policies/policy-kyverno-namespace/Namespace.kyverno-channel.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno
CustomResourceDefinition,apiextensions.k8s.io/v1,policyreports.wgpolicyk8s.io,policy-install-kyverno,policy-install-kyverno-prod-ns,NIST-CSF,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno/config-policies/policy-install-kyverno-prod-ns/CustomResourceDefinition.policyreports.wgpolicyk8s.io.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno
Application,app.k8s.io/v1beta1,kyverno,policy-install-kyverno,policy-install-kyverno-prod-ns,NIST-CSF,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno/config-policies/policy-install-kyverno-prod-ns/Application.kyverno.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno
Subscription,apps.open-cluster-management.io/v1,kyverno-subscription-1,policy-install-kyverno,policy-install-kyverno-prod-ns,NIST-CSF,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno/config-policies/policy-install-kyverno-prod-ns/Subscription.kyverno-subscription-1.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno
PlacementRule,apps.open-cluster-management.io/v1,kyverno-placement-1,policy-install-kyverno,policy-install-kyverno-prod-ns,NIST-CSF,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno/config-policies/policy-install-kyverno-prod-ns/PlacementRule.kyverno-placement-1.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno
Channel,apps.open-cluster-management.io/v1,kyverno,policy-install-kyverno,policy-install-kyverno-prod-ns,NIST-CSF,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno/config-policies/policy-install-kyverno-prod-ns/Channel.kyverno.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-kyverno/policies/policy-install-kyverno
Namespace,v1,trilio-system,install-tvk-helm,tvk-ns-trilio-system,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes-using-helm/policies/install-tvk-helm/config-policies/tvk-ns-trilio-system/Namespace.trilio-system.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes-using-helm/policies/install-tvk-helm
Namespace,v1,hchartsk8strilionet-trilio-chart-ns,install-tvk-helm,tvk-chart-ns,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes-using-helm/policies/install-tvk-helm/config-policies/tvk-chart-ns/Namespace.hchartsk8strilionet-trilio-chart-ns.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes-using-helm/policies/install-tvk-helm
Application,app.k8s.io/v1beta1,tvk,install-tvk-helm,policy-tvk-application,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes-using-helm/policies/install-tvk-helm/config-policies/policy-tvk-application/Application.tvk.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes-using-helm/policies/install-tvk-helm
Channel,apps.open-cluster-management.io/v1,hchartsk8strilionet-trilio-chart,install-tvk-helm,policy-tvk-channel,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes-using-helm/policies/install-tvk-helm/config-policies/policy-tvk-channel/Channel.hchartsk8strilionet-trilio-chart.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes-using-helm/policies/install-tvk-helm
Subscription,apps.open-cluster-management.io/v1,tvk-subscription-1,install-tvk-helm,policy-tvk-subscription,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes-using-helm/policies/install-tvk-helm/config-policies/policy-tvk-subscription/Subscription.tvk-subscription-1.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes-using-helm/policies/install-tvk-helm
PlacementRule,apps.open-cluster-management.io/v1,placement-policy-tvk-1,install-tvk-helm,policy-tvk-placement,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes-using-helm/policies/install-tvk-helm/config-policies/policy-tvk-placement/PlacementRule.placement-policy-tvk-1.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes-using-helm/policies/install-tvk-helm
Namespace,v1,openshift-operators,install-tvk,check-ns-openshift-operators,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes/policies/install-tvk/config-policies/check-ns-openshift-operators/Namespace.openshift-operators.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes/policies/install-tvk
Subscription,operators.coreos.com/v1alpha1,k8s-triliovault,install-tvk,tvk-operator-subscription,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes/policies/install-tvk/config-policies/tvk-operator-subscription/Subscription.k8s-triliovault.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes/policies/install-tvk
ClusterServiceVersion,operators.coreos.com/v1alpha1,noname,install-tvk,tvk-operator-status,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes/policies/install-tvk/config-policies/tvk-operator-status/ClusterServiceVersion.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes/policies/install-tvk
TrilioVaultManager,triliovault.trilio.io/v1,triliovault-manager,install-tvk,tvk-manager-cr,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes/policies/install-tvk/config-policies/tvk-manager-cr/TrilioVaultManager.triliovault-manager.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes/policies/install-tvk
License,triliovault.trilio.io/v1,triliovault-license,install-tvk,tvk-license,NIST SP 800-53,CA Security Assessment and Authorization,CA-2 Security Assessments,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes/policies/install-tvk/config-policies/tvk-license/License.triliovault-license.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-install-triliovault-for-kubernetes/policies/install-tvk
Event,v1,noname,policy-integrity-shield-events,policy-integrity-shield-admission,NIST SP 800-53,CM Configuration Management,CM-5 Access Restrictions for Change,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield-events/policies/policy-integrity-shield-events/config-policies/policy-integrity-shield-admission/Event.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield-events/policies/policy-integrity-shield-events
ManifestIntegrityState,apis.integrityshield.io/v1,noname,policy-integrity-shield-observer,policy-integrity-shield-observer,NIST SP 800-53,CM Configuration Management,CM-5 Access Restrictions for Change,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield-observer/policies/policy-integrity-shield-observer/config-policies/policy-integrity-shield-observer/ManifestIntegrityState.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield-observer/policies/policy-integrity-shield-observer
Namespace,v1,integrity-shield-operator-system,policy-integrity-shield,policy-integrity-shield-namespace,NIST SP 800-53,CM Configuration Management,CM-5 Access Restrictions for Change,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield/policies/policy-integrity-shield/config-policies/policy-integrity-shield-namespace/Namespace.integrity-shield-operator-system.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield/policies/policy-integrity-shield
OperatorGroup,operators.coreos.com/v1,integrity-operator-group,policy-integrity-shield,policy-integrity-shield-og,NIST SP 800-53,CM Configuration Management,CM-5 Access Restrictions for Change,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield/policies/policy-integrity-shield/config-policies/policy-integrity-shield-og/OperatorGroup.integrity-operator-group.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield/policies/policy-integrity-shield
Subscription,operators.coreos.com/v1alpha1,integrity-shield-operator,policy-integrity-shield,policy-integrity-shield-sub,NIST SP 800-53,CM Configuration Management,CM-5 Access Restrictions for Change,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield/policies/policy-integrity-shield/config-policies/policy-integrity-shield-sub/Subscription.integrity-shield-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield/policies/policy-integrity-shield
IntegrityShield,apis.integrityshield.io/v1,integrity-shield,policy-integrity-shield,policy-integrity-shield-cr,NIST SP 800-53,CM Configuration Management,CM-5 Access Restrictions for Change,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield/policies/policy-integrity-shield/config-policies/policy-integrity-shield-cr/IntegrityShield.integrity-shield.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield/policies/policy-integrity-shield
ManifestIntegrityConstraint,constraints.gatekeeper.sh/v1beta1,policy-constraint,policy-integrity-shield,policy-integrity-shield-policy-constraint,NIST SP 800-53,CM Configuration Management,CM-5 Access Restrictions for Change,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield/policies/policy-integrity-shield/config-policies/policy-integrity-shield-policy-constraint/ManifestIntegrityConstraint.policy-constraint.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield/policies/policy-integrity-shield
ManifestIntegrityConstraint,constraints.gatekeeper.sh/v1beta1,sub-policy-constraint,policy-integrity-shield,policy-integrity-shield-sub-policy-constraint,NIST SP 800-53,CM Configuration Management,CM-5 Access Restrictions for Change,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield/policies/policy-integrity-shield/config-policies/policy-integrity-shield-sub-policy-constraint/ManifestIntegrityConstraint.sub-policy-constraint.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-integrity-shield/policies/policy-integrity-shield
MachineConfig,machineconfiguration.openshift.io/v1,worker-extensions,policy-kernel-devel,policy-kernel-devel-configs,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-kernel-devel/policies/policy-kernel-devel/config-policies/policy-kernel-devel-configs/MachineConfig.worker-extensions.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-kernel-devel/policies/policy-kernel-devel
MachineConfig,machineconfiguration.openshift.io/v1,master-extensions,policy-kernel-devel,policy-kernel-devel-configs,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-kernel-devel/policies/policy-kernel-devel/config-policies/policy-kernel-devel-configs/MachineConfig.master-extensions.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-kernel-devel/policies/policy-kernel-devel
ConfigMap,v1,kyverno,policy-kyverno-config-exclude-resources,policy-kyverno-config-exclude-resources,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-kyverno-config-exclude-resources/policies/policy-kyverno-config-exclude-resources/config-policies/policy-kyverno-config-exclude-resources/ConfigMap.kyverno.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-kyverno-config-exclude-resources/policies/policy-kyverno-config-exclude-resources
ClusterPolicy,kyverno.io/v1,mutate-termination-grace-period-seconds,policy-kyverno-container-tgps,policy-kyverno-container-tgps,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-kyverno-container-tgps/policies/policy-kyverno-container-tgps/config-policies/policy-kyverno-container-tgps/ClusterPolicy.mutate-termination-grace-period-seconds.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-kyverno-container-tgps/policies/policy-kyverno-container-tgps
ClusterPolicy,kyverno.io/v1,always-pull-images,policy-kyverno-image-pull-policy,policy-kyverno-image-pull-policy,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-kyverno-image-pull-policy/policies/policy-kyverno-image-pull-policy/config-policies/policy-kyverno-image-pull-policy/ClusterPolicy.always-pull-images.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-kyverno-image-pull-policy/policies/policy-kyverno-image-pull-policy
Subscription,operators.coreos.com/v1alpha1,kyverno-operator,policy-kyverno-operator,kyverno-subscription,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-kyverno-operator/policies/policy-kyverno-operator/config-policies/kyverno-subscription/Subscription.kyverno-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-kyverno-operator/policies/policy-kyverno-operator
EnterpriseKyverno,security.nirmata.io/v1alpha1,enterprisekyverno,policy-kyverno-operator,kyverno-example,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-kyverno-operator/policies/policy-kyverno-operator/config-policies/kyverno-example/EnterpriseKyverno.enterprisekyverno.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-kyverno-operator/policies/policy-kyverno-operator
ClusterPolicy,kyverno.io/v1,require-labels,policy-kyverno-sample,policy-kyverno-sample,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-kyverno-sample/policies/policy-kyverno-sample/config-policies/policy-kyverno-sample/ClusterPolicy.require-labels.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-kyverno-sample/policies/policy-kyverno-sample
ManagedCluster,cluster.open-cluster-management.io/v1,demo-cluster-label,policy-label-cluster,policy-label-cluster,NIST-CSF,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-label-cluster/policies/policy-label-cluster/config-policies/policy-label-cluster/ManagedCluster.demo-cluster-label.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-label-cluster/policies/policy-label-cluster
Node,v1,cnf10-worker-0.dev5.kni.lab.eng.bos.redhat.com,policy-clustercnf10-tag-workers,policy-clustercnf10-tag-worker-cnf10,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-label-worker-nodes/policies/policy-clustercnf10-tag-workers/config-policies/policy-clustercnf10-tag-worker-cnf10/Node.cnf10-worker-0.dev5.kni.lab.eng.bos.redhat.com.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-label-worker-nodes/policies/policy-clustercnf10-tag-workers
Node,v1,cnf11-worker-0.dev5.kni.lab.eng.bos.redhat.com,policy-clustercnf10-tag-workers,policy-clustercnf10-tag-worker-cnf11,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-label-worker-nodes/policies/policy-clustercnf10-tag-workers/config-policies/policy-clustercnf10-tag-worker-cnf11/Node.cnf11-worker-0.dev5.kni.lab.eng.bos.redhat.com.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-label-worker-nodes/policies/policy-clustercnf10-tag-workers
Namespace,v1,openshift-local-storage,policy-local-storage-operator,policy-local-storage-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-local-storage-operator/policies/policy-local-storage-operator/config-policies/policy-local-storage-operator/Namespace.openshift-local-storage.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-local-storage-operator/policies/policy-local-storage-operator
OperatorGroup,operators.coreos.com/v1,openshift-storage-operatorgroup,policy-local-storage-operator,policy-local-storage-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-local-storage-operator/policies/policy-local-storage-operator/config-policies/policy-local-storage-operator/OperatorGroup.openshift-storage-operatorgroup.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-local-storage-operator/policies/policy-local-storage-operator
Subscription,operators.coreos.com/v1alpha1,local-storage-operator,policy-local-storage-operator,policy-local-storage-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-local-storage-operator/policies/policy-local-storage-operator/config-policies/policy-local-storage-operator/Subscription.local-storage-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-local-storage-operator/policies/policy-local-storage-operator
Namespace,v1,openshift-storage,install-odf-lvm-operator,policy-odf-lvm-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-lvm-operator/policies/install-odf-lvm-operator/config-policies/policy-odf-lvm-operator/Namespace.openshift-storage.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-lvm-operator/policies/install-odf-lvm-operator
OperatorGroup,operators.coreos.com/v1,openshift-storage-operatorgroup,install-odf-lvm-operator,policy-odf-lvm-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-lvm-operator/policies/install-odf-lvm-operator/config-policies/policy-odf-lvm-operator/OperatorGroup.openshift-storage-operatorgroup.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-lvm-operator/policies/install-odf-lvm-operator
Subscription,operators.coreos.com/v1alpha1,lvm-operator,install-odf-lvm-operator,policy-odf-lvm-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-lvm-operator/policies/install-odf-lvm-operator/config-policies/policy-odf-lvm-operator/Subscription.lvm-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-lvm-operator/policies/install-odf-lvm-operator
LVMCluster,lvm.topolvm.io/v1alpha1,odf-lvmcluster,install-odf-lvm-operator,odf-lvmcluster,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-lvm-operator/policies/install-odf-lvm-operator/config-policies/odf-lvmcluster/LVMCluster.odf-lvmcluster.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-lvm-operator/policies/install-odf-lvm-operator
MachineConfig,machineconfiguration.openshift.io/v1,50-worker-chrony,add-chrony,add-chrony-worker,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-machineconfig-chrony/policies/add-chrony/config-policies/add-chrony-worker/MachineConfig.50-worker-chrony.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-machineconfig-chrony/policies/add-chrony
ConfigMap,v1,clusterinfo,policy-managedclusterinfo-templatized,policy-build-clusterinfo,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-managedclusterinfo-templatized/policies/policy-managedclusterinfo-templatized/config-policies/policy-build-clusterinfo/ConfigMap.clusterinfo.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-managedclusterinfo-templatized/policies/policy-managedclusterinfo-templatized
Namespace,v1,policies,policy-managed-clusterset-binding,policy-managed-clusterset-binding,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-managedclustersetbinding/policies/policy-managed-clusterset-binding/config-policies/policy-managed-clusterset-binding/Namespace.policies.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-managedclustersetbinding/policies/policy-managed-clusterset-binding
ManagedClusterSetBinding,cluster.open-cluster-management.io/v1beta1,default,policy-managed-clusterset-binding,policy-managed-clusterset-binding,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-managedclustersetbinding/policies/policy-managed-clusterset-binding/config-policies/policy-managed-clusterset-binding/ManagedClusterSetBinding.default.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-managedclustersetbinding/policies/policy-managed-clusterset-binding
NetworkPolicy,networking.k8s.io/v1,allow-http-and-https,sample-network-policy-99,allow-http-and-https,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-network-policy-samples/policies/sample-network-policy-99/config-policies/allow-http-and-https/NetworkPolicy.allow-http-and-https.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-network-policy-samples/policies/sample-network-policy-99
NetworkPolicy,networking.k8s.io/v1,deny-all,sample-network-policy-99,deny-all,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-network-policy-samples/policies/sample-network-policy-99/config-policies/deny-all/NetworkPolicy.deny-all.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-network-policy-samples/policies/sample-network-policy-99
NetworkPolicy,networking.k8s.io/v1,allow-same-namespace,sample-network-policy-99,allow-same-namespace,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-network-policy-samples/policies/sample-network-policy-99/config-policies/allow-same-namespace/NetworkPolicy.allow-same-namespace.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-network-policy-samples/policies/sample-network-policy-99
NetworkPolicy,networking.k8s.io/v1,allow-pod-and-namespace-both,sample-network-policy-99,allow-pod-and-namespace-both,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-network-policy-samples/policies/sample-network-policy-99/config-policies/allow-pod-and-namespace-both/NetworkPolicy.allow-pod-and-namespace-both.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-network-policy-samples/policies/sample-network-policy-99
Deployment,apps/v1,nginx-deployment-templatized,policy-nginx-deployment-templatized,policy-nginx-deployment,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-nginx-deployment-templatized/policies/policy-nginx-deployment-templatized/config-policies/policy-nginx-deployment/Deployment.nginx-deployment-templatized.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-nginx-deployment-templatized/policies/policy-nginx-deployment-templatized
Deployment,apps/v1,nginx-deployment,policy-deployment,policy-nginx-deployment,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-nginx-deployment/policies/policy-deployment/config-policies/policy-nginx-deployment/Deployment.nginx-deployment.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-nginx-deployment/policies/policy-deployment
Namespace,v1,openshift-adp,policy-oadp-operator,policy-oadp-namespace,,,,./work/c2p-output/parsed/CM-Configuration-Management/policy-oadp/policies/policy-oadp-operator/config-policies/policy-oadp-namespace/Namespace.openshift-adp.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-oadp/policies/policy-oadp-operator
OperatorGroup,operators.coreos.com/v1alpha2,openshift-adp-operatorgroup,policy-oadp-operator,policy-oadp-operator-operatorgroup,,,,./work/c2p-output/parsed/CM-Configuration-Management/policy-oadp/policies/policy-oadp-operator/config-policies/policy-oadp-operator-operatorgroup/OperatorGroup.openshift-adp-operatorgroup.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-oadp/policies/policy-oadp-operator
Subscription,operators.coreos.com/v1alpha1,redhat-oadp-operator,policy-oadp-operator,policy-oadp-operator-subscription,,,,./work/c2p-output/parsed/CM-Configuration-Management/policy-oadp/policies/policy-oadp-operator/config-policies/policy-oadp-operator-subscription/Subscription.redhat-oadp-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-oadp/policies/policy-oadp-operator
DataProtectionApplication,oadp.openshift.io/v1alpha1,cluster-dpa,policy-oadp-operator,policy-dataprotectionapplication,,,,./work/c2p-output/parsed/CM-Configuration-Management/policy-oadp/policies/policy-oadp-operator/config-policies/policy-dataprotectionapplication/DataProtectionApplication.cluster-dpa.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-oadp/policies/policy-oadp-operator
OAuth,config.openshift.io/v1,cluster,policy-oauth-config,oauth-config,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-oauth-config/policies/policy-oauth-config/config-policies/oauth-config/OAuth.cluster.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-oauth-config/policies/policy-oauth-config
Secret,v1,htpass-secret,policy-oauth-htpasswd,policy-oauth-htpasswd-secret,NIST SP 800-53,CM Configuration Management,AC-3 Access Enforcement,./work/c2p-output/parsed/CM-Configuration-Management/policy-oauth-htpasswd/policies/policy-oauth-htpasswd/config-policies/policy-oauth-htpasswd-secret/Secret.htpass-secret.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-oauth-htpasswd/policies/policy-oauth-htpasswd
OAuth,config.openshift.io/v1,cluster,policy-oauth-htpasswd,policy-oauth,NIST SP 800-53,CM Configuration Management,AC-3 Access Enforcement,./work/c2p-output/parsed/CM-Configuration-Management/policy-oauth-htpasswd/policies/policy-oauth-htpasswd/config-policies/policy-oauth/OAuth.cluster.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-oauth-htpasswd/policies/policy-oauth-htpasswd
